"cm_id","course_id","cm_file","cm_status","cm_deleted","cm_add_date","cm_modified_date","added_by_admin","modified_by_admin","deleted_by_admin"
"1","1","11012020184627_courses_back.PNG","1","1","2020-01-11 08:16:27","2025-11-19 10:54:58","8","0","8"
"2","2","21012020154639_B-CARD-INSTEEL.pdf","1","0","2020-01-21 05:16:39","0000-00-00 00:00:00","8","0","0"
"3","4","21012020173541_201501.pdf","1","0","2020-01-21 07:05:41","0000-00-00 00:00:00","8","0","0"
"4","5","21012020174613_Slide1.JPG","1","0","2020-01-21 07:16:13","0000-00-00 00:00:00","8","0","0"
"5","5","21012020174816_Slide2.JPG","1","0","2020-01-21 07:18:16","0000-00-00 00:00:00","8","0","0"
"6","6","21012020191113_hongkog-convention.pdf","1","0","2020-01-21 08:41:13","0000-00-00 00:00:00","8","0","0"
"7","1","22012020003330_about_inner.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"8","1","22012020003330_aboutus.PNG","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"9","1","22012020003330_banner.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"10","1","22012020003330_bg-img-2.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"11","1","22012020003330_bg-img-3.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"12","1","22012020003330_career-advancement.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"13","1","22012020003330_cost-effective.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"14","1","22012020003330_counter_bg.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"15","1","22012020003330_courses_back.PNG","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"16","1","22012020003330_flexibility.jpg","1","0","2020-01-21 14:03:30","2024-08-22 21:41:36","8","0","8"
"17","7","23012020225453_Slide1.JPG","1","0","2020-01-23 12:24:53","2020-01-23 22:55:51","8","0","8"
"18","7","23012020225453_Slide2.JPG","1","0","2020-01-23 12:24:53","2020-01-23 22:55:51","8","0","8"
"19","7","23012020225453_Slide3.JPG","1","0","2020-01-23 12:24:53","2020-01-23 22:55:51","8","0","8"
"20","7","23012020225453_Slide4.JPG","1","0","2020-01-23 12:24:53","2020-01-23 22:55:51","8","0","8"
"21","7","23012020225453_Slide5.JPG","1","0","2020-01-23 12:24:53","2020-01-23 22:55:51","8","0","8"
"22","7","23012020225646_Slide1.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"23","7","23012020225646_Slide2.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"24","7","23012020225646_Slide3.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"25","7","23012020225646_Slide4.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"26","7","23012020225646_Slide5.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"27","7","23012020225646_Slide6.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"28","7","23012020225646_Slide7.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"29","7","23012020225646_Slide8.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"30","7","23012020225646_Slide9.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"31","7","23012020225646_Slide10.JPG","1","0","2020-01-23 12:26:46","0000-00-00 00:00:00","8","0","0"
"32","7","23012020225723_Slide11.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"33","7","23012020225723_Slide12.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"34","7","23012020225723_Slide13.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"35","7","23012020225723_Slide14.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"36","7","23012020225723_Slide15.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"37","7","23012020225723_Slide16.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"38","7","23012020225723_Slide17.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"39","7","23012020225723_Slide18.JPG","1","0","2020-01-23 12:27:23","0000-00-00 00:00:00","8","0","0"
"40","9","23012020231318_Slide1.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"41","9","23012020231318_Slide2.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"42","9","23012020231318_Slide3.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"43","9","23012020231318_Slide4.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"44","9","23012020231318_Slide5.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"45","9","23012020231318_Slide6.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"46","9","23012020231318_Slide7.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"47","9","23012020231318_Slide8.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"48","9","23012020231318_Slide9.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"49","9","23012020231318_Slide10.JPG","1","0","2020-01-23 12:43:18","0000-00-00 00:00:00","8","0","0"
"50","8","23012020231456_RESOLUTION-MEPC.196(62)-hong-kong-convention.pdf","1","0","2020-01-23 12:44:56","0000-00-00 00:00:00","8","0","0"
"51","10","23012020231651_BASEL-CONVENTION.pdf","1","0","2020-01-23 12:46:51","0000-00-00 00:00:00","8","0","0"
"52","11","24012020103336_Slide28.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"53","11","24012020103336_Slide27.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"54","11","24012020103336_Slide26.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"55","11","24012020103336_Slide25.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"56","11","24012020103336_Slide24.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"57","11","24012020103336_Slide23.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"58","11","24012020103336_Slide22.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"59","11","24012020103336_Slide21.JPG","1","0","2020-01-24 00:03:36","2020-01-24 10:34:05","8","0","8"
"60","11","24012020103451_Slide21.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"61","11","24012020103451_Slide22.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"62","11","24012020103451_Slide23.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"63","11","24012020103451_Slide24.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"64","11","24012020103451_Slide25.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"65","11","24012020103451_Slide26.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"66","11","24012020103451_Slide27.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"67","11","24012020103451_Slide28.JPG","1","0","2020-01-24 00:04:51","0000-00-00 00:00:00","8","0","0"
"68","11","24012020103524_Slide11.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"69","11","24012020103524_Slide12.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"70","11","24012020103524_Slide13.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"71","11","24012020103524_Slide14.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"72","11","24012020103524_Slide15.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"73","11","24012020103524_Slide16.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"74","11","24012020103524_Slide17.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"75","11","24012020103524_Slide18.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"76","11","24012020103524_Slide19.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"77","11","24012020103524_Slide20.JPG","1","0","2020-01-24 00:05:24","0000-00-00 00:00:00","8","0","0"
"78","11","24012020103708_Slide1.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"79","11","24012020103708_Slide2.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"80","11","24012020103708_Slide3.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"81","11","24012020103708_Slide4.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"82","11","24012020103708_Slide5.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"83","11","24012020103708_Slide6.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"84","11","24012020103708_Slide7.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"85","11","24012020103708_Slide8.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"86","11","24012020103708_Slide9.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"87","11","24012020103708_Slide10.JPG","1","0","2020-01-24 00:07:08","0000-00-00 00:00:00","8","0","0"
"88","12","24012020224801_MEO-CL-I-CLC-CONVENTION.pdf","1","0","2020-01-24 12:18:01","0000-00-00 00:00:00","8","0","0"
"89","14","24012020224946_MEO-CL-I-FUND-CONVENTION.pdf","1","0","2020-01-24 12:19:46","0000-00-00 00:00:00","8","0","0"
"90","15","24012020225052_fsa.pdf","1","0","2020-01-24 12:20:52","0000-00-00 00:00:00","8","0","0"
"91","17","28012020233732_HNS-Convention-Overview_e.pdf","1","0","2020-01-28 13:07:32","0000-00-00 00:00:00","8","0","0"
"92","17","28012020234230_HNS-Convention-Overview_e.pdf","1","0","2020-01-28 13:12:30","2020-01-28 23:44:37","8","0","8"
"93","20","28012020234332_MEO-CLI-INTERVENTION-CONVENTION.pdf","1","0","2020-01-28 13:13:32","0000-00-00 00:00:00","8","0","0"
"94","19","28012020234357_Meo-Cl-1-LLMC.pdf","1","0","2020-01-28 13:13:57","0000-00-00 00:00:00","8","0","0"
"95","21","28012020234802_OPRC-convention.pdf","1","0","2020-01-28 13:18:02","0000-00-00 00:00:00","8","0","0"
"96","22","31012020231639_Slide26.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"97","22","31012020231639_Slide27.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"98","22","31012020231639_Slide28.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"99","22","31012020231639_Slide29.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"100","22","31012020231639_Slide30.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"101","22","31012020231639_Slide31.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"102","22","31012020231639_Slide32.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"103","22","31012020231639_Slide33.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"104","22","31012020231639_Slide34.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"105","22","31012020231639_Slide35.JPG","1","0","2020-01-31 12:46:39","2021-06-07 17:29:32","8","0","8"
"106","22","31012020231807_Slide19.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"107","22","31012020231807_Slide20.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"108","22","31012020231807_Slide21.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"109","22","31012020231807_Slide22.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"110","22","31012020231807_Slide23.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"111","22","31012020231807_Slide24.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"112","22","31012020231807_Slide25.JPG","1","0","2020-01-31 12:48:07","2021-06-07 17:29:32","8","0","8"
"113","22","31012020232124_Slide10.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"114","22","31012020232124_Slide11.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"115","22","31012020232124_Slide12.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"116","22","31012020232124_Slide13.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"117","22","31012020232124_Slide14.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"118","22","31012020232124_Slide15.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"119","22","31012020232124_Slide16.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"120","22","31012020232124_Slide17.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"121","22","31012020232124_Slide18.JPG","1","0","2020-01-31 12:51:24","2021-06-07 17:29:32","8","0","8"
"122","22","31012020232158_Slide1.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"123","22","31012020232158_Slide2.JPG","1","0","2020-01-31 12:51:58","2020-02-05 09:39:40","8","0","8"
"124","22","31012020232158_Slide3.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"125","22","31012020232158_Slide4.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"126","22","31012020232158_Slide5.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"127","22","31012020232158_Slide6.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"128","22","31012020232158_Slide7.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"129","22","31012020232158_Slide8.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"130","22","31012020232158_Slide9.JPG","1","0","2020-01-31 12:51:58","2021-06-07 17:29:32","8","0","8"
"131","23","05022020093857_Slide16.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"132","23","05022020093857_Slide15.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"133","23","05022020093857_Slide14.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"134","23","05022020093857_Slide13.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"135","23","05022020093857_Slide12.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"136","23","05022020093857_Slide11.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"137","23","05022020093857_Slide10.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"138","23","05022020093857_Slide9.JPG","1","0","2020-02-04 23:08:57","2020-02-05 09:39:40","8","0","8"
"139","23","05022020094035_Slide9.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"140","23","05022020094035_Slide10.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"141","23","05022020094035_Slide11.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"142","23","05022020094035_Slide12.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"143","23","05022020094035_Slide13.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"144","23","05022020094035_Slide14.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"145","23","05022020094035_Slide15.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"146","23","05022020094035_Slide16.JPG","1","0","2020-02-04 23:10:35","2020-10-09 22:48:11","8","0","8"
"147","23","05022020094110_Slide1.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"148","23","05022020094110_Slide2.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"149","23","05022020094110_Slide3.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"150","23","05022020094110_Slide4.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"151","23","05022020094110_Slide5.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"152","23","05022020094110_Slide6.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"153","23","05022020094110_Slide7.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"154","23","05022020094110_Slide8.JPG","1","0","2020-02-04 23:11:10","2020-10-09 22:48:11","8","0","8"
"155","24","06022020192955_Slide11.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"156","24","06022020192955_Slide12.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"157","24","06022020192955_Slide13.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"158","24","06022020192955_Slide14.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"159","24","06022020192955_Slide15.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"160","24","06022020192955_Slide16.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"161","24","06022020192955_Slide17.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"162","24","06022020192955_Slide18.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"163","24","06022020192955_Slide19.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"164","24","06022020192955_Slide20.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"165","24","06022020192955_Slide21.JPG","1","0","2020-02-06 08:59:55","0000-00-00 00:00:00","8","0","0"
"166","24","06022020193040_Slide1.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"167","24","06022020193040_Slide2.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"168","24","06022020193040_Slide3.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"169","24","06022020193040_Slide4.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"170","24","06022020193040_Slide5.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"171","24","06022020193040_Slide6.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"172","24","06022020193040_Slide7.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"173","24","06022020193040_Slide8.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"174","24","06022020193040_Slide9.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"175","24","06022020193040_Slide10.JPG","1","0","2020-02-06 09:00:40","0000-00-00 00:00:00","8","0","0"
"176","25","06022020193149_Slide1.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"177","25","06022020193149_Slide2.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"178","25","06022020193149_Slide3.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"179","25","06022020193149_Slide4.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"180","25","06022020193149_Slide5.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"181","25","06022020193149_Slide6.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"182","25","06022020193149_Slide7.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"183","25","06022020193149_Slide8.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"184","25","06022020193149_Slide9.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"185","25","06022020193149_Slide10.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"186","25","06022020193149_Slide11.JPG","1","0","2020-02-06 09:01:49","0000-00-00 00:00:00","8","0","0"
"187","26","06022020193525_Slide1.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"188","26","06022020193525_Slide2.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"189","26","06022020193525_Slide3.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"190","26","06022020193525_Slide4.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"191","26","06022020193525_Slide5.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"192","26","06022020193525_Slide6.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"193","26","06022020193525_Slide7.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"194","26","06022020193525_Slide8.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"195","26","06022020193525_Slide9.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"196","26","06022020193525_Slide10.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"197","26","06022020193525_Slide11.JPG","1","0","2020-02-06 09:05:25","0000-00-00 00:00:00","8","0","0"
"198","27","08022020212501_Slide21.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"199","27","08022020212501_Slide22.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"200","27","08022020212501_Slide23.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"201","27","08022020212501_Slide24.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"202","27","08022020212501_Slide25.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"203","27","08022020212501_Slide26.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"204","27","08022020212501_Slide27.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"205","27","08022020212501_Slide28.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"206","27","08022020212501_Slide29.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"207","27","08022020212501_Slide30.JPG","1","0","2020-02-08 10:55:01","2020-10-19 22:29:56","8","0","8"
"208","27","08022020212546_Slide11.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"209","27","08022020212546_Slide12.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"210","27","08022020212546_Slide13.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"211","27","08022020212546_Slide14.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"212","27","08022020212546_Slide15.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"213","27","08022020212546_Slide16.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"214","27","08022020212546_Slide17.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"215","27","08022020212546_Slide18.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"216","27","08022020212546_Slide19.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"217","27","08022020212546_Slide20.JPG","1","0","2020-02-08 10:55:46","2020-10-19 22:29:56","8","0","8"
"218","27","08022020212622_Slide1.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"219","27","08022020212622_Slide2.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"220","27","08022020212622_Slide3.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"221","27","08022020212622_Slide4.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"222","27","08022020212622_Slide5.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"223","27","08022020212622_Slide6.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"224","27","08022020212622_Slide7.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"225","27","08022020212622_Slide8.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"226","27","08022020212622_Slide9.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"227","27","08022020212622_Slide10.JPG","1","0","2020-02-08 10:56:22","2020-10-19 22:30:47","8","0","8"
"228","28","12022020181712_csr.pdf","1","0","2020-02-12 07:47:12","0000-00-00 00:00:00","8","0","0"
"229","29","13022020052014_Slide22.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"230","29","13022020052014_Slide23.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"231","29","13022020052014_Slide24.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"232","29","13022020052014_Slide25.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"233","29","13022020052014_Slide26.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"234","29","13022020052014_Slide27.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"235","29","13022020052014_Slide28.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"236","29","13022020052014_Slide29.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"237","29","13022020052014_Slide30.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"238","29","13022020052014_Slide31.JPG","1","0","2020-02-12 18:50:14","0000-00-00 00:00:00","8","0","0"
"239","29","13022020052058_Slide13.JPG","1","0","2020-02-12 18:50:58","0000-00-00 00:00:00","8","0","0"
"240","29","13022020052058_Slide14.JPG","1","0","2020-02-12 18:50:58","0000-00-00 00:00:00","8","0","0"
"241","29","13022020052058_Slide15.JPG","1","0","2020-02-12 18:50:58","0000-00-00 00:00:00","8","0","0"
"242","29","13022020052058_Slide16.JPG","1","0","2020-02-12 18:50:58","0000-00-00 00:00:00","8","0","0"
