"cm_id","course_id","cm_file","cm_status","cm_deleted","cm_add_date","cm_modified_date","added_by_admin","modified_by_admin","deleted_by_admin"
"1337","139","30042020223247_Slide17.JPG","1","0","2020-04-30 13:02:47","0000-00-00 00:00:00","8","0","0"
"1338","139","30042020223247_Slide18.JPG","1","0","2020-04-30 13:02:47","0000-00-00 00:00:00","8","0","0"
"1339","139","30042020223329_Slide1.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1340","139","30042020223329_Slide2.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1341","139","30042020223329_Slide3.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1342","139","30042020223329_Slide4.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1343","139","30042020223329_Slide5.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1344","139","30042020223329_Slide6.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1345","139","30042020223329_Slide7.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1346","139","30042020223329_Slide8.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1347","139","30042020223329_Slide9.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1348","139","30042020223329_Slide10.JPG","1","0","2020-04-30 13:03:29","0000-00-00 00:00:00","8","0","0"
"1349","140","30042020223359_Economics-notes---Session-1-A.pdf","1","0","2020-04-30 13:03:59","0000-00-00 00:00:00","8","0","0"
"1350","141","30042020223450_Economics-notes---Session-1-B.pdf","1","0","2020-04-30 13:04:50","0000-00-00 00:00:00","8","0","0"
"1351","142","01052020170640_Slide11.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1352","142","01052020170640_Slide12.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1353","142","01052020170640_Slide13.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1354","142","01052020170640_Slide14.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1355","142","01052020170640_Slide15.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1356","142","01052020170640_Slide16.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1357","142","01052020170640_Slide17.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1358","142","01052020170640_Slide18.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1359","142","01052020170640_Slide19.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1360","142","01052020170640_Slide20.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1361","142","01052020170640_Slide21.JPG","1","0","2020-05-01 07:36:40","0000-00-00 00:00:00","8","0","0"
"1362","142","01052020170732_Slide1.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1363","142","01052020170732_Slide2.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1364","142","01052020170732_Slide3.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1365","142","01052020170732_Slide4.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1366","142","01052020170732_Slide5.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1367","142","01052020170732_Slide6.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1368","142","01052020170732_Slide7.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1369","142","01052020170732_Slide8.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1370","142","01052020170732_Slide9.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1371","142","01052020170732_Slide10.JPG","1","0","2020-05-01 07:37:32","0000-00-00 00:00:00","8","0","0"
"1372","54","04052020190653_Slide16.JPG","1","0","2020-05-04 09:36:53","2021-04-06 23:24:08","8","0","8"
"1373","143","04052020191238_Slide8.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1374","143","04052020191238_Slide9.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1375","143","04052020191238_Slide10.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1376","143","04052020191238_Slide11.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1377","143","04052020191238_Slide12.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1378","143","04052020191238_Slide13.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1379","143","04052020191238_Slide14.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1380","143","04052020191238_Slide15.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1381","143","04052020191238_Slide16.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1382","143","04052020191238_Slide17.JPG","1","0","2020-05-04 09:42:38","0000-00-00 00:00:00","8","0","0"
"1383","143","04052020191309_Slide1.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1384","143","04052020191309_Slide2.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1385","143","04052020191309_Slide3.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1386","143","04052020191309_Slide4.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1387","143","04052020191309_Slide5.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1388","143","04052020191309_Slide6.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1389","143","04052020191309_Slide7.JPG","1","0","2020-05-04 09:43:09","0000-00-00 00:00:00","8","0","0"
"1390","146","05052020125707_Slide21.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1391","146","05052020125707_Slide22.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1392","146","05052020125707_Slide23.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1393","146","05052020125707_Slide24.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1394","146","05052020125707_Slide25.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1395","146","05052020125707_Slide26.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1396","146","05052020125707_Slide27.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1397","146","05052020125707_Slide28.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1398","146","05052020125707_Slide29.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1399","146","05052020125707_Slide30.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1400","146","05052020125707_Slide31.JPG","1","0","2020-05-05 03:27:07","0000-00-00 00:00:00","8","0","0"
"1401","146","05052020125741_Slide11.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1402","146","05052020125741_Slide12.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1403","146","05052020125742_Slide13.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1404","146","05052020125742_Slide14.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1405","146","05052020125742_Slide15.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1406","146","05052020125742_Slide16.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1407","146","05052020125742_Slide17.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1408","146","05052020125742_Slide18.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1409","146","05052020125742_Slide19.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1410","146","05052020125742_Slide20.JPG","1","0","2020-05-05 03:27:42","0000-00-00 00:00:00","8","0","0"
"1411","146","05052020125814_Slide1.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1412","146","05052020125814_Slide2.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1413","146","05052020125814_Slide3.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1414","146","05052020125814_Slide4.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1415","146","05052020125814_Slide5.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1416","146","05052020125814_Slide6.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1417","146","05052020125814_Slide7.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1418","146","05052020125814_Slide8.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1419","146","05052020125814_Slide9.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1420","146","05052020125814_Slide10.JPG","1","0","2020-05-05 03:28:14","0000-00-00 00:00:00","8","0","0"
"1421","144","05052020125924_Slide8.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1422","144","05052020125924_Slide9.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1423","144","05052020125924_Slide10.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1424","144","05052020125924_Slide11.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1425","144","05052020125924_Slide12.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1426","144","05052020125924_Slide13.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1427","144","05052020125924_Slide14.JPG","1","0","2020-05-05 03:29:24","0000-00-00 00:00:00","8","0","0"
"1428","144","05052020125959_Slide1.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1429","144","05052020125959_Slide2.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1430","144","05052020125959_Slide3.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1431","144","05052020125959_Slide4.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1432","144","05052020125959_Slide5.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1433","144","05052020125959_Slide6.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1434","144","05052020125959_Slide7.JPG","1","0","2020-05-05 03:29:59","0000-00-00 00:00:00","8","0","0"
"1435","145","05052020130052_Slide11.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1436","145","05052020130052_Slide12.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1437","145","05052020130052_Slide13.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1438","145","05052020130052_Slide14.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1439","145","05052020130052_Slide15.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1440","145","05052020130052_Slide16.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1441","145","05052020130052_Slide17.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1442","145","05052020130052_Slide18.JPG","1","0","2020-05-05 03:30:52","0000-00-00 00:00:00","8","0","0"
"1443","145","05052020130127_Slide1.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1444","145","05052020130127_Slide2.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1445","145","05052020130127_Slide3.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1446","145","05052020130127_Slide4.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1447","145","05052020130127_Slide5.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1448","145","05052020130127_Slide6.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1449","145","05052020130127_Slide7.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1450","145","05052020130127_Slide8.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1451","145","05052020130127_Slide9.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1452","145","05052020130127_Slide10.JPG","1","0","2020-05-05 03:31:27","0000-00-00 00:00:00","8","0","0"
"1453","147","11052020102457_Slide25.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1454","147","11052020102457_Slide26.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1455","147","11052020102457_Slide27.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1456","147","11052020102457_Slide28.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1457","147","11052020102457_Slide29.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1458","147","11052020102457_Slide30.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1459","147","11052020102457_Slide31.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1460","147","11052020102457_Slide32.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1461","147","11052020102457_Slide33.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1462","147","11052020102457_Slide34.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1463","147","11052020102457_Slide35.JPG","1","0","2020-05-11 00:54:57","0000-00-00 00:00:00","8","0","0"
"1464","147","11052020102549_Slide15.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1465","147","11052020102549_Slide16.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1466","147","11052020102549_Slide17.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1467","147","11052020102549_Slide18.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1468","147","11052020102549_Slide19.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1469","147","11052020102549_Slide20.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1470","147","11052020102549_Slide21.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1471","147","11052020102549_Slide22.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1472","147","11052020102549_Slide23.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1473","147","11052020102549_Slide24.JPG","1","0","2020-05-11 00:55:49","0000-00-00 00:00:00","8","0","0"
"1474","147","11052020103038_Slide5.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1475","147","11052020103038_Slide6.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1476","147","11052020103038_Slide7.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1477","147","11052020103038_Slide8.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1478","147","11052020103038_Slide9.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1479","147","11052020103038_Slide10.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1480","147","11052020103038_Slide11.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1481","147","11052020103038_Slide12.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1482","147","11052020103038_Slide13.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1483","147","11052020103038_Slide14.JPG","1","0","2020-05-11 01:00:38","0000-00-00 00:00:00","8","0","0"
"1484","147","11052020103109_Slide1.JPG","1","0","2020-05-11 01:01:09","0000-00-00 00:00:00","8","0","0"
"1485","147","11052020103109_Slide2.JPG","1","0","2020-05-11 01:01:09","0000-00-00 00:00:00","8","0","0"
"1486","147","11052020103109_Slide3.JPG","1","0","2020-05-11 01:01:09","0000-00-00 00:00:00","8","0","0"
"1487","147","11052020103109_Slide4.JPG","1","0","2020-05-11 01:01:09","0000-00-00 00:00:00","8","0","0"
"1488","148","19052020220636_Slide11.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1489","148","19052020220636_Slide12.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1490","148","19052020220636_Slide13.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1491","148","19052020220636_Slide14.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1492","148","19052020220636_Slide15.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1493","148","19052020220636_Slide16.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1494","148","19052020220636_Slide17.JPG","1","0","2020-05-19 12:36:36","0000-00-00 00:00:00","8","0","0"
"1495","148","19052020220714_Slide1.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1496","148","19052020220714_Slide2.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1497","148","19052020220714_Slide3.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1498","148","19052020220714_Slide4.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1499","148","19052020220714_Slide5.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1500","148","19052020220714_Slide6.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1501","148","19052020220714_Slide7.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1502","148","19052020220714_Slide8.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1503","148","19052020220714_Slide9.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1504","148","19052020220714_Slide10.JPG","1","0","2020-05-19 12:37:14","0000-00-00 00:00:00","8","0","0"
"1505","32","19052020221100_Slide18.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1506","32","19052020221100_Slide19.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1507","32","19052020221100_Slide20.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1508","32","19052020221100_Slide21.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1509","32","19052020221100_Slide22.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1510","32","19052020221100_Slide23.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1511","32","19052020221100_Slide24.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1512","32","19052020221100_Slide25.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1513","32","19052020221100_Slide26.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1514","32","19052020221100_Slide27.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1515","32","19052020221100_Slide28.JPG","1","0","2020-05-19 12:41:00","0000-00-00 00:00:00","8","0","0"
"1516","32","19052020221143_Slide7.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1517","32","19052020221143_Slide8.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1518","32","19052020221143_Slide9.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1519","32","19052020221143_Slide10.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1520","32","19052020221143_Slide11.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1521","32","19052020221143_Slide12.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1522","32","19052020221143_Slide13.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1523","32","19052020221143_Slide14.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1524","32","19052020221143_Slide15.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1525","32","19052020221143_Slide16.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1526","32","19052020221143_Slide17.JPG","1","0","2020-05-19 12:41:43","0000-00-00 00:00:00","8","0","0"
"1527","32","19052020221202_Slide6.JPG","1","0","2020-05-19 12:42:02","2020-05-19 22:13:13","8","0","8"
"1528","32","19052020221202_Slide1.JPG","1","0","2020-05-19 12:42:02","2020-05-19 22:44:32","8","0","8"
"1529","32","19052020221202_Slide2.JPG","1","0","2020-05-19 12:42:02","0000-00-00 00:00:00","8","0","0"
"1530","32","19052020221202_Slide3.JPG","1","0","2020-05-19 12:42:02","0000-00-00 00:00:00","8","0","0"
"1531","32","19052020221202_Slide4.JPG","1","0","2020-05-19 12:42:02","0000-00-00 00:00:00","8","0","0"
"1532","32","19052020221202_Slide5.JPG","1","0","2020-05-19 12:42:02","0000-00-00 00:00:00","8","0","0"
"1533","149","19052020221444_FLOWCHART.pdf","1","0","2020-05-19 12:44:44","0000-00-00 00:00:00","8","0","0"
"1534","150","19052020221602_Slide21.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1535","150","19052020221602_Slide22.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1536","150","19052020221602_Slide23.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1537","150","19052020221602_Slide24.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1538","150","19052020221602_Slide25.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1539","150","19052020221602_Slide26.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1540","150","19052020221602_Slide27.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1541","150","19052020221602_Slide28.JPG","1","0","2020-05-19 12:46:02","0000-00-00 00:00:00","8","0","0"
"1542","150","19052020221625_Slide20.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1543","150","19052020221625_Slide11.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1544","150","19052020221625_Slide12.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1545","150","19052020221625_Slide13.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1546","150","19052020221625_Slide14.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1547","150","19052020221625_Slide15.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1548","150","19052020221625_Slide16.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1549","150","19052020221625_Slide17.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1550","150","19052020221625_Slide18.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1551","150","19052020221625_Slide19.JPG","1","0","2020-05-19 12:46:25","0000-00-00 00:00:00","8","0","0"
"1552","150","19052020221645_Slide1.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1553","150","19052020221645_Slide2.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1554","150","19052020221645_Slide3.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1555","150","19052020221645_Slide4.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1556","150","19052020221645_Slide5.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1557","150","19052020221645_Slide6.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1558","150","19052020221645_Slide7.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1559","150","19052020221645_Slide8.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1560","150","19052020221645_Slide9.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1561","150","19052020221645_Slide10.JPG","1","0","2020-05-19 12:46:45","0000-00-00 00:00:00","8","0","0"
"1562","153","19052020221956_Slide41.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1563","153","19052020221956_Slide42.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1564","153","19052020221956_Slide43.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1565","153","19052020221956_Slide44.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1566","153","19052020221956_Slide45.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1567","153","19052020221956_Slide46.JPG","1","0","2020-05-19 12:49:56","0000-00-00 00:00:00","8","0","0"
"1568","153","19052020224730_Slide31.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1569","153","19052020224730_Slide32.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1570","153","19052020224730_Slide33.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1571","153","19052020224730_Slide34.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1572","153","19052020224730_Slide35.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1573","153","19052020224730_Slide36.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1574","153","19052020224730_Slide37.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
"1575","153","19052020224730_Slide38.JPG","1","0","2020-05-19 13:17:30","0000-00-00 00:00:00","8","0","0"
